Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Era,Decade,Century,Country,Label Name
1985.0,9.0,19.0,13.0,17.0,47.3,2162.0,,MEXICO:  MICHOACAN:  MEXICO CITY,18.19,-102.53299999999999,28.0,8.1,9.0,9500.0,4.0,,,30000.0,4.0,4000.0,4.0,,4.0,,,9500.0,4.0,,,30000.0,4.0,4000.0,4.0,,4.0,,,BC,198,20,MEXICO,"Year: 1985 
  Location: MEXICO:  MICHOACAN:  MEXICO CITY"
1986.0,10.0,20.0,6.0,46.0,9.9,2166.0,,KERMADEC ISLANDS:  RAOUL,-28.116999999999997,-176.36700000000002,29.0,8.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,BC,198,20,KERMADEC ISLANDS,"Year: 1986 
  Location: KERMADEC ISLANDS:  RAOUL"
1987.0,11.0,30.0,19.0,23.0,19.5,2179.0,,ALASKA:  YAKUTAT,58.678999999999995,-142.786,10.0,7.9,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,BC,198,20,ALASKA,"Year: 1987 
  Location: ALASKA:  YAKUTAT"
1988.0,3.0,6.0,22.0,35.0,36.9,2181.0,,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.262,-142.747,15.0,7.8,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,BC,198,20,ALASKA,"Year: 1988 
  Location: ALASKA:  GULF OF ALASKA:  ANCHORAGE"
1989.0,5.0,23.0,10.0,54.0,46.3,2185.0,,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.56799999999998,10.0,8.2,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,BC,198,20,MACQUARIE ISLAND,"Year: 1989 
  Location: MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND"
1990.0,7.0,16.0,7.0,26.0,34.6,,,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.17200000000001,25.0,7.8,9.0,2412.0,4.0,,,3000.0,4.0,369.6,4.0,,,,,2412.0,4.0,,,3000.0,4.0,369.6,4.0,,,,,BC,199,20,PHILIPPINES,"Year: 1990 
  Location: PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN"
1991.0,4.0,22.0,21.0,56.0,51.8,2202.0,,"COSTA RICA:  LIMON, PANDORA;  PANAMA",9.685,-83.073,10.0,7.6,10.0,87.0,2.0,,,895.0,3.0,510.0,4.0,,3.0,,,90.0,2.0,,,895.0,3.0,510.0,4.0,,3.0,,,BC,199,20,COSTA RICA,"Year: 1991 
  Location: COSTA RICA:  LIMON, PANDORA;  PANAMA"
1992.0,12.0,12.0,5.0,29.0,26.3,2214.0,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.896,28.0,7.8,,1000.0,4.0,,,500.0,3.0,100.0,4.0,31785.0,4.0,,,2500.0,4.0,,,2103.0,4.0,100.0,4.0,31785.0,4.0,,,BC,199,20,INDONESIA,"Year: 1992 
  Location: INDONESIA:  FLORES REGION, MAUMERE, BABI"
1993.0,8.0,8.0,8.0,34.0,24.9,2221.0,,"GUAM:  TUMAN BAY, APRA HARBOR",12.982000000000001,144.80100000000002,59.0,7.8,9.0,,,,,48.0,1.0,250.0,4.0,,,,,,,,,48.0,1.0,250.0,4.0,,,,,BC,199,20,GUAM,"Year: 1993 
  Location: GUAM:  TUMAN BAY, APRA HARBOR"
1994.0,10.0,4.0,13.0,22.0,55.8,2230.0,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,14.0,8.3,9.0,11.0,1.0,,,382.0,3.0,,3.0,,,,,11.0,1.0,,,382.0,3.0,,3.0,,,,,BC,199,20,RUSSIA,"Year: 1994 
  Location: RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO"
1995.0,7.0,30.0,5.0,11.0,23.6,2249.0,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,46.0,8.0,7.0,3.0,1.0,,,58.0,2.0,1.66,2.0,115.0,3.0,,,3.0,1.0,,,,,1.791,2.0,115.0,3.0,,,BC,199,20,CHILE,"Year: 1995 
  Location: CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES"
1996.0,2.0,17.0,5.0,59.0,30.5,2260.0,,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",-0.8909999999999999,136.952,33.0,8.2,,54.0,2.0,,,423.0,3.0,4.2,2.0,5043.0,4.0,,,164.0,3.0,,,423.0,3.0,4.2,2.0,5043.0,4.0,,,BC,199,20,INDONESIA,"Year: 1996 
  Location: INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI"
1997.0,12.0,5.0,11.0,26.0,54.6,2277.0,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,33.0,7.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,BC,199,20,RUSSIA,"Year: 1997 
  Location: RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK"
1998.0,3.0,25.0,3.0,12.0,25.0,2587.0,,BALLENY ISLANDS,-62.876999999999995,149.52700000000002,10.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,BC,199,20,BALLENY ISLANDS,"Year: 1998 
  Location: BALLENY ISLANDS"
1999.0,9.0,20.0,17.0,47.0,18.4,,,"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",23.772,120.98200000000001,33.0,7.7,10.0,2297.0,4.0,,,8700.0,4.0,14000.0,4.0,8200.0,,82000.0,4.0,2297.0,4.0,,,8700.0,4.0,14000.0,4.0,,,82000.0,4.0,BC,199,20,TAIWAN,"Year: 1999 
  Location: TAIWAN:  NANTOU, TAICHUNG, TAIZHONG"
2000.0,11.0,16.0,4.0,54.0,55.9,2352.0,,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-4.001,152.327,17.0,8.0,,2.0,1.0,,,,,,2.0,,3.0,,,2.0,1.0,,,,,,2.0,,3.0,,,BC,200,21,PAPUA NEW GUINEA,"Year: 2000 
  Location: PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"
2001.0,6.0,23.0,20.0,33.0,14.1,2373.0,,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33.0,8.4,8.0,77.0,2.0,68.0,2.0,2713.0,4.0,,4.0,22399.0,4.0,,,103.0,3.0,138.0,3.0,2713.0,4.0,200.0,4.0,25399.0,4.0,,,BC,200,21,PERU,"Year: 2001 
  Location: PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO"
2002.0,11.0,3.0,22.0,12.0,41.0,,,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.516999999999996,-147.444,5.0,7.9,9.0,,,,,1.0,1.0,56.0,4.0,,,,,,,,,1.0,1.0,56.0,4.0,,,,,BC,200,21,ALASKA,"Year: 2002 
  Location: ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS"
2003.0,9.0,25.0,19.0,50.0,6.3,2406.0,,JAPAN:  HOKKAIDO,41.815,143.91,27.0,8.3,,,,,,849.0,3.0,90.0,4.0,,,,,2.0,1.0,,,849.0,3.0,90.0,4.0,,,,,BC,200,21,JAPAN,"Year: 2003 
  Location: JAPAN:  HOKKAIDO"
2004.0,12.0,26.0,0.0,58.0,53.4,2439.0,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.3160000000000003,95.854,30.0,9.1,,1001.0,4.0,,,,3.0,10000.0,4.0,,3.0,,3.0,227899.0,4.0,,,,3.0,10000.0,4.0,,4.0,,4.0,BC,200,21,INDONESIA,"Year: 2004 
  Location: INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST"
2005.0,3.0,28.0,16.0,9.0,36.5,2487.0,,INDONESIA:  SUMATERA:  SW,2.085,97.10799999999999,30.0,8.6,,1303.0,4.0,,,340.0,3.0,,4.0,300.0,3.0,300.0,3.0,1313.0,4.0,,,340.0,3.0,,4.0,300.0,3.0,,,BC,200,21,INDONESIA,"Year: 2005 
  Location: INDONESIA:  SUMATERA:  SW"
2006.0,11.0,15.0,11.0,14.0,13.5,3016.0,,RUSSIA:  KURIL ISLANDS,46.592,153.266,10.0,8.3,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,BC,200,21,RUSSIA,"Year: 2006 
  Location: RUSSIA:  KURIL ISLANDS"
2007.0,9.0,12.0,11.0,10.0,26.8,3228.0,,INDONESIA:  SUMATRA,-4.438,101.367,34.0,8.4,,25.0,1.0,,,161.0,3.0,,3.0,56425.0,4.0,,4.0,25.0,1.0,,,161.0,3.0,,3.0,56425.0,4.0,,4.0,BC,200,21,INDONESIA,"Year: 2007 
  Location: INDONESIA:  SUMATRA"
2008.0,5.0,12.0,6.0,28.0,1.5,3586.0,,CHINA:  SICHUAN PROVINCE,31.002,103.322,19.0,7.9,9.0,87652.0,4.0,,,374171.0,4.0,86000.0,4.0,5360000.0,4.0,5360000.0,4.0,87652.0,4.0,,,374171.0,4.0,86000.0,4.0,5360000.0,4.0,21000000.0,4.0,BC,200,21,CHINA,"Year: 2008 
  Location: CHINA:  SICHUAN PROVINCE"
2009.0,9.0,29.0,17.0,48.0,10.9,4440.0,,SAMOA ISLANDS,-15.489,-172.095,18.0,8.1,,,,,,,,,,,,,,192.0,3.0,,,7.0,1.0,285.0,4.0,,,,,BC,200,21,SAMOA ISLANDS,"Year: 2009 
  Location: SAMOA ISLANDS"
2010.0,2.0,27.0,6.0,34.0,11.5,4682.0,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,23.0,8.8,9.0,402.0,3.0,,,12000.0,4.0,30000.0,4.0,,,500000.0,4.0,558.0,3.0,,,12000.0,4.0,30000.0,4.0,,,500000.0,4.0,BC,201,21,CHILE,"Year: 2010 
  Location: CHILE:  MAULE, CONCEPCION, TALCAHUANO"
2011.0,3.0,11.0,5.0,46.0,24.1,5413.0,,JAPAN:  HONSHU,38.297,142.372,30.0,9.1,,1475.0,4.0,,,6157.0,4.0,4401.709,4.0,2473.0,4.0,5618.0,4.0,18431.0,4.0,,,6157.0,4.0,220085.456,4.0,123661.0,4.0,280920.0,4.0,BC,201,21,JAPAN,"Year: 2011 
  Location: JAPAN:  HONSHU"
2012.0,4.0,11.0,8.0,38.0,36.7,5449.0,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.06299999999999,20.0,8.6,,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,BC,201,21,INDONESIA,"Year: 2012 
  Location: INDONESIA:  N SUMATRA:  OFF WEST COAST"
2013.0,5.0,24.0,5.0,44.0,48.9,,,RUSSIA:  SEVERO KURILSKIYE,54.891999999999996,153.221,598.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,BC,201,21,RUSSIA,"Year: 2013 
  Location: RUSSIA:  SEVERO KURILSKIYE"
2014.0,4.0,1.0,23.0,46.0,26.0,5557.0,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.76899999999999,25.0,8.2,8.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,BC,201,21,CHILE,"Year: 2014 
  Location: CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO"
2015.0,9.0,16.0,22.0,55.0,26.0,5590.0,,CHILE:  CENTRAL,-31.573,-71.67399999999999,22.0,8.3,9.0,7.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,15.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,BC,201,21,CHILE,"Year: 2015 
  Location: CHILE:  CENTRAL"
2016.0,12.0,17.0,10.0,51.0,5.0,5636.0,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.52200000000002,95.0,7.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,BC,201,21,PAPUA NEW GUINEA,"Year: 2016 
  Location: PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND"
2017.0,9.0,8.0,4.0,49.0,2.0,5658.0,,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,46.0,8.2,9.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0,BC,201,21,MEXICO,"Year: 2017 
  Location: MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA"
2018.0,8.0,19.0,0.0,19.0,37.0,5686.0,,FIJI ISLANDS,-18.178,-178.111,563.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,BC,201,21,FIJI ISLANDS,"Year: 2018 
  Location: FIJI ISLANDS"
2019.0,5.0,26.0,7.0,41.0,14.0,,,"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR",-5.796,-75.298,110.0,8.0,,2.0,1.0,,,30.0,1.0,,2.0,,3.0,,3.0,2.0,1.0,,,30.0,1.0,,2.0,,3.0,,3.0,BC,201,21,PERU,"Year: 2019 
  Location: PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR"
2020.0,7.0,22.0,6.0,12.0,44.0,5753.0,,ALASKA,55.03,-158.52200000000002,28.0,7.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,BC,202,21,ALASKA,"Year: 2020 
  Location: ALASKA"
2021.0,1.0,14.0,18.0,28.0,18.0,,,"INDONESIA:  SULAWESI:  MAMUJU, MAJENE",-2.9760000000000004,118.90100000000001,18.0,6.2,9.0,73.0,2.0,,,554.0,3.0,,2.0,,3.0,,3.0,73.0,2.0,,,554.0,3.0,,2.0,,3.0,,3.0,BC,202,21,INDONESIA,"Year: 2021 
  Location: INDONESIA:  SULAWESI:  MAMUJU, MAJENE"
